"ucas","name","postcode","status","application","offer"
"11157","Sandringham School","AL4 9NX","Maintained","21","8"
"11158","Nicholas Breakspear Catholic School","AL4 0TT","Maintained","<=5","<=5"
"11160","St Albans Girls' School","AL3 6DB","Maintained","8","<=5"
"11161","Verulam School","AL1 4PR","Maintained","<=5","<=5"
"11162","St Albans High School for Girls","AL1 3SJ","Independent","22","9"
"11163","St Albans School","AL3 4HB","Independent","21","<=5"
"11164","St Columba's College, St Albans","AL3 4AW","Independent","6","<=5"
"11165","Townsend Church of England School","AL3 6DR","Maintained","<=5","<=5"
"11166","The Thomas Alleyne Academy","SG1 3BE","Maintained","<=5","<=5"
"11167","Barclay Academy","SG1 3RB","Maintained","<=5","<=5"
"11168","Barnwell School","SG2 9SW","Maintained","<=5","<=5"
"11171","The Nobel School","SG2 0HS","Maintained","10","<=5"
"11173","The John Henry Newman Catholic School","SG1 4AE","Maintained","9","0"
"11177","The Chauncy School","SG12 0DP","Maintained","<=5","<=5"
"11178","Birchwood High School","CM23 5BD","Maintained","<=5","<=5"
"11180","Presdales School","SG12 9NX","Maintained","<=5","<=5"
"11181","St Edmund's College","SG11 1DS","Independent","6","<=5"
"11188","Saint Michael's Catholic High School","WD25 0SS","Maintained","<=5","<=5"
"11190","Westfield Academy","WD18 6NS","Maintained","<=5","<=5"
"11193","Watford Grammar School for Boys","WD18 7JF","Maintained","29","8"
"11194","Watford Grammar School for Girls","WD18 0AE","Maintained","18","6"
"11195","The Grange Academy","WD23 3AA","Maintained","<=5","<=5"
"11199","Monk's Walk School","AL8 7NL","Maintained","6","<=5"
"11201","Stanborough School","AL8 6YR","Maintained","<=5","<=5"
"11203","Hinchingbrooke School","PE29 3BN","Maintained","7","0"
"11205","Kimbolton School","PE28 0EA","Independent","8","<=5"
"11206","Thomas Deacon Academy","PE1 2UW","Maintained","<=5","<=5"
"11208","The King's School (the Cathedral School)","PE1 2UE","Maintained","25","8"
"11210","Oundle School","PE8 4GH","Independent","12","<=5"
"11212","Queen Katharine Academy","PE4 6HX","Maintained","<=5","<=5"
"11213","The Peterborough School","PE3 6AP","Independent","<=5","<=5"
"11214","Abbey College, Ramsey","PE26 1DG","Maintained","<=5","<=5"
"11215","Longsands Academy","PE19 1LQ","Maintained","<=5","<=5"
"11221","Ryde School with Upper Chine","PO33 3BE","Independent","<=5","<=5"
"11227","King Williams College","IM9 1TP","Independent","<=5","<=5"
"11231","Victoria College","JE1 4HT","Independent","9","<=5"
"11232","Jersey College for Girls","JE2 7YB","Independent","<=5","<=5"
"11233","The Norton Knatchbull School","TN24 0QJ","Maintained","6","<=5"
"11234","Highworth Grammar School","TN24 8UD","Maintained","9","<=5"
"11235","Ashford School","TN24 8PB","Independent","<=5","<=5"
"11237","Langley Park School for Girls","BR3 3BE","Maintained","8","<=5"
"11238","Langley Park School for Boys","BR3 3BP","Maintained","10","0"
"11242","Beths Grammar School","DA5 1NE","Maintained","17","<=5"
"11244","Townley Grammar School","DA6 7AB","Maintained","25","<=5"
"11247","Ballakermeen High School","IM1 4BE","Maintained","<=5","<=5"
"11249","Dane Court Grammar School","CT10 2RT","Maintained","6","<=5"
"11254","London South East Colleges","BR2 8HE","Maintained","<=5","<=5"
"11255","Bromley High School","BR1 2TW","Independent","<=5","<=5"
"11256","Bullers Wood School","BR7 5LJ","Maintained","6","<=5"
"11259","Hayes School","BR2 7DB","Maintained","12","<=5"
"11263","The Ravensbourne School","BR2 9EH","Maintained","<=5","<=5"
"11265","Ravens Wood School","BR2 8HP","Maintained","<=5","<=5"
"11267","Barton Court Grammar School","CT1 1PH","Maintained","10","<=5"
"11271","The King's School Canterbury","CT1 2ES","Independent","25","6"
"11272","Simon Langton Grammar School for Boys","CT4 7AS","Maintained","18","8"
"11273","Simon Langton Girls' Grammar School","CT1 3EW","Maintained","11","<=5"
"11274","St Edmund's School Canterbury","CT2 8HU","Independent","7","0"
"11275","Chatham Grammar School for Girls","ME5 7EH","Maintained","<=5","<=5"
"11276","Holcombe Grammar School","ME4 6JB","Maintained","<=5","<=5"
"11278","MidKent College","ME7 1FN","Maintained","<=5","<=5"
"11284","Farringtons School","BR7 6LR","Independent","<=5","<=5"
"11286","Benenden School","TN17 4AA","Independent","18","<=5"
"11287","Cranbrook School","TN17 3JD","Maintained","11","6"
"11289","Dartford Grammar School","DA1 2HW","Maintained","20","<=5"
"11290","Dartford Grammar School for Girls","DA1 2NT","Maintained","11","<=5"
"11294","Dover College","CT17 9RH","Independent","<=5","<=5"
"11295","Dover Grammar School for Boys","CT17 0DQ","Maintained","<=5","<=5"
"11296","Dover Grammar School for Girls","CT16 2PZ","Maintained","<=5","<=5"
"11298","Duke of York's Royal Military School","CT15 5EQ","Maintained","<=5","<=5"
"11301","Queen Elizabeth's Grammar School, Kent","ME13 7BQ","Maintained","<=5","<=5"
"11304","St Francis Xavier Sixth Form College","SW12 8EN","Maintained","6","0"
"11305","The Folkestone School for Girls","CT20 3RB","Maintained","<=5","<=5"
"11309","Rainham Mark Grammar School","ME8 7AJ","Maintained","9","<=5"
"11310","Bethany School, Kent","TN17 1LB","Independent","<=5","<=5"
"11312","Gravesend Grammar School","DA12 2PR","Maintained","7","<=5"
"11320","Clyst Vale Community College","EX5 3AJ","Maintained","<=5","<=5"
"11321","Maidstone Grammar School","ME15 7BT","Maintained","10","<=5"
"11322","Maidstone Grammar School for Girls","ME16 0SF","Maintained","<=5","<=5"
"11323","Oakwood Park Grammar School","ME16 8AH","Maintained","6","<=5"
"11324","Invicta Grammar School","ME14 5DS","Maintained","18","6"
"11329","Merthyr Tydfil College","CF48 1AR","Maintained","<=5","<=5"
"11334","Newstead Wood School","BR6 9SA","Maintained","27","7"
"11337","St Olave's and St Saviour's Grammar School","BR6 9SH","Maintained","66","23"
"11343","King's School, Rochester","ME1 1TE","Independent","<=5","<=5"
"11344","The Rochester Grammar School","ME1 3BY","Maintained","6","<=5"
"11345","Sir Joseph Williamson's Mathematical School","ME1 3EL","Maintained","16","<=5"
"11346","Sir Roger Manwood's School","CT13 9JX","Maintained","<=5","<=5"
"11347","Sevenoaks School","TN13 1HU","Independent","40","15"
"11350","Walthamstow Hall","TN13 3UL","Independent","<=5","<=5"
"11355","Bishop Challoner School, Bromley","BR2 0BS","Independent","<=5","<=5"
"11356","Chislehurst and Sidcup Grammar School","DA15 9AG","Maintained","19","6"
"11360","Borden Grammar School","ME10 4DB","Maintained","6","0"
"11362","Highsted Grammar School","ME10 4PT","Maintained","<=5","<=5"
"11363","Radnor House Sevenoaks","TN14 6AE","Independent","<=5","<=5"
"11364","Sutton Valence School","ME17 3HL","Independent","<=5","<=5"
"11366","Homewood School and Sixth Form Centre","TN30 6LT","Maintained","<=5","<=5"
"11368","Leigh Academy Hugh Christie","TN10 4PU","Maintained","<=5","<=5"
"11369","The Judd School","TN9 2PN","Maintained","35","11"
"11372","Tonbridge Grammar School","TN9 2JR","Maintained","8","<=5"
"11373","Tonbridge School","TN9 1JP","Independent","34","9"
"11374","Weald of Kent Grammar School","TN9 2JP","Maintained","7","<=5"
"11376","Concord College","SY5 7PF","Independent","42","11"
"11377","Beechwood School, Kent","TN2 3QD","Independent","<=5","<=5"
"11380","Tunbridge Wells Girls' Grammar School","TN4 9UJ","Maintained","8","<=5"
"11382","The Skinners' School","TN4 9PG","Maintained","23","<=5"
"11383","Tunbridge Wells Grammar School for Boys","TN4 9XB","Maintained","10","<=5"
"11385","Bexley Grammar School","DA16 2BL","Maintained","<=5","<=5"
"11387","Wilmington Grammar School for Girls","DA2 7BB","Maintained","9","<=5"
"11389","Cambridge Regional College","CB4 2QT","Maintained","7","0"
"11393","Ashton Sixth Form College","OL6 9RL","Maintained","20","<=5"
"11399","Furness College","LA14 2PJ","Maintained","<=5","<=5"
"11409","St Wilfrid's Church of England Academy","BB2 2JR","Maintained","<=5","<=5"
"11410","Stonyhurst College","BB7 9PZ","Independent","<=5","<=5"
"11411","Westholme School","BB2 6QU","Independent","<=5","<=5"
"11415","Crickhowell High School","NP8 1AW","Maintained","<=5","<=5"
"11416","The Blackpool Sixth Form College","FY3 7LR","Maintained","<=5","<=5"
"11424","Bolton School Boys' Division","BL1 4PA","Independent","<=5","<=5"
"11425","Bolton School Girls' Division","BL1 4PB","Independent","7","<=5"
"11427","Canon Slade CofE School","BL2 3BP","Maintained","6","0"
"11434","Bolton Sixth Form College","BL3 5BU","Maintained","6","<=5"
"11436","Thornleigh Salesian College","BL1 6PQ","Maintained","<=5","<=5"
"11437","Turton School","BL7 9LT","Maintained","<=5","<=5"
"11445","Burnley College","BB12 0AN","Maintained","<=5","<=5"
"11447","Holy Cross Sixth Form College and University Centre","BL9 9BB","Maintained","14","<=5"
"11448","Bury Grammar Schools","BL9 0HN","Independent","<=5","<=5"
"11450","Bury College","BL9 0BG","Maintained","<=5","<=5"
"11458","Clitheroe Royal Grammar School","BB7 2DJ","Maintained","17","6"
"11467","Rossall School","FY7 8JW","Independent","<=5","<=5"
"11468","Glenthorne High School","SM3 9PS","Maintained","15","<=5"
"11471","Rivington and Blackrod High School","BL6 7RU","Maintained","<=5","<=5"
"11477","Kirkham Grammar School","PR4 2BH","Independent","<=5","<=5"
"11482","Lancaster Girls' Grammar School","LA1 1SF","Maintained","9","<=5"
"11485","Ripley St Thomas Church of England High School","LA1 4RS","Maintained","<=5","<=5"
"11486","Lancaster Royal Grammar School","LA1 3EF","Maintained","29","10"
"11491","Cambridge Arts and Sciences (CATS and CSVPA)","CB4 1NQ","Independent","7","0"
"11497","The Belvedere Academy","L8 3TF","Maintained","<=5","<=5"
"11498","The Blue Coat School","L15 9EE","Maintained","30","8"
"11509","Twycross House School","CV9 3PL","Independent","<=5","<=5"
"11511","Formby High School","L37 3HW","Maintained","<=5","<=5"
"11520","King David High School","L15 6WU","Maintained","<=5","<=5"
"11532","Merchant Taylors' Girls' School","L23 5SP","Independent","<=5","<=5"
"11533","Merchant Taylors' Schools, Crosby","L23 0QP","Independent","<=5","<=5"
"11540","St Julie's Catholic High School","L25 7TN","Maintained","<=5","<=5"
"11542","Calderstones School","L18 3HS","Maintained","<=5","<=5"
"11544","City of Liverpool College University Centre","L1 9DW","Maintained","<=5","<=5"
"11548","Archbishop Blanch CofE High School","L7 6HQ","Maintained","<=5","<=5"
"11549","St Edward's College","L12 1LF","Maintained","10","<=5"
"11552","St Hilda's Church of England High School","L17 3AL","Maintained","<=5","<=5"
"11555","St. Mary's College","L23 5TW","Independent","<=5","<=5"
"11562","Chesterfield High School","L23 9YB","Maintained","<=5","<=5"
"11573","Chetham's School of Music","M3 1SB","Independent","6","<=5"
"11588","Loreto College, Manchester","M15 5PB","Maintained","36","12"
"11591","The Manchester Grammar School","M13 0XT","Independent","47","18"
"11592","Manchester High School for Girls","M14 6HS","Independent","6","<=5"
"11598","Balerno Community High School","EH14 7AQ","Maintained","<=5","<=5"
"11604","Parrs Wood High School","M20 5PG","Maintained","<=5","<=5"
"11609","St Bede's College","M16 8HX","Independent","7","<=5"
"11615","Stretford Grammar School","M32 8JB","Maintained","6","0"
"11617","Urmston Grammar Academy","M41 5UG","Maintained","10","<=5"
"11623","William Hulme's Grammar School","M16 8PR","Maintained","<=5","<=5"
"11624","Withington Girls' School","M14 6BL","Independent","19","6"
"11626","Xaverian College","M14 5RB","Maintained","25","8"
"11629","Cardinal Langley Roman Catholic High School","M24 2GL","Maintained","<=5","<=5"
"11636","Nelson and Colne College","BB9 7YT","Maintained","6","<=5"
"11638","The Blue Coat CofE School","OL1 3SQ","Maintained","<=5","<=5"
"11645","Hulme Grammar School","OL8 4BX","Independent","<=5","<=5"
"11650","Scarisbrick Hall School","L40 9RQ","Independent","<=5","<=5"
"11660","Cardinal Newman College","PR1 4HD","Maintained","32","7"
"11662","Hutton Church of England Grammar School","PR4 5SN","Maintained","<=5","<=5"
"11676","Bacup and Rawtenstall Grammar School","BB4 7BJ","Maintained","8","<=5"
"11677","Haslingden High School and Sixth Form","BB4 4EY","Maintained","<=5","<=5"
"11682","Pendleton Sixth Form College","M6 7FR","Maintained","7","<=5"
"11683","New City College - Tower Hamlets Campus","E14 0AF","Maintained","<=5","<=5"
"11689","King George V College","PR8 6LR","Maintained","<=5","<=5"
"11695","Cowley International College","WA10 6PN","Maintained","<=5","<=5"
"11698","Rainford High Technology College","WA11 8NY","Maintained","<=5","<=5"
"11705","Stafford Grammar School","ST18 9AT","Independent","<=5","<=5"
"11709","Priestley College","WA4 6RD","Maintained","<=5","<=5"
"11713","The Archbishop's School","CT2 7AP","Maintained","<=5","<=5"
"11718","St John Rigby RC Sixth Form College","WN5 0LJ","Maintained","6","<=5"
"11722","Winstanley College","WN5 7XF","Maintained","42","11"
"11728","Ashby School","LE65 1DT","Maintained","<=5","<=5"
"11732","The Hinckley School","LE10 1LE","Maintained","<=5","<=5"
"11735","The Beauchamp College","LE2 5TP","Maintained","12","<=5"
"11738","The City of Leicester College","LE5 6LN","Maintained","<=5","<=5"
"11741","De Lisle Catholic School Loughborough Leicestershire","LE11 4SQ","Maintained","<=5","<=5"
"11742","Saint Paul's Catholic School","LE5 6HN","Maintained","<=5","<=5"
"11743","Gateway Sixth Form College","LE5 1GA","Maintained","<=5","<=5"
"11745","Leicester High School for Girls","LE2 2PP","Independent","<=5","<=5"
"11746","Ratcliffe College","LE7 4SG","Independent","<=5","<=5"
"11751","Loughborough Grammar School","LE11 2DU","Independent","12","<=5"
"11752","Loughborough High School","LE11 2DU","Independent","8","<=5"
"11756","The Robert Smyth School","LE16 7JG","Maintained","<=5","<=5"
"11760","Lutterworth College","LE17 4EW","Maintained","<=5","<=5"
"11761","Wigston College","LE18 2DS","Maintained","<=5","<=5"
"11762","Queen Elizabeth's Grammar, Alford - A Selective Academy","LN13 9HY","Maintained","<=5","<=5"
"11765","The Boston Grammar School","PE21 6JY","Maintained","<=5","<=5"
"11766","Boston High School","PE21 9PF","Maintained","<=5","<=5"
"11768","Bourne Grammar School","PE10 9JE","Maintained","22","7"
"11769","Beeslack Community High School","EH26 0QF","Maintained","<=5","<=5"
"11775","The Queen Elizabeth's High School, Gainsborough","DN21 2ST","Maintained","10","<=5"
"11777","Kesteven and Grantham Girls' School","NG31 9AU","Maintained","9","<=5"
"11778","The King's School, Grantham","NG31 6RP","Maintained","15","9"
"11780","The James Young High School","EH54 6NE","Maintained","<=5","<=5"
"11786","Queen Elizabeth's Grammar School, Horncastle","LN9 5AD","Maintained","11","<=5"
"11787","Caistor Grammar School","LN7 6QJ","Maintained","8","<=5"
"11791","Lincoln Christ's Hospital School","LN2 4PN","Maintained","<=5","<=5"
"11794","St Ninian's High School, Giffnock","G46 6UX","Maintained","6","0"
"11795","The King Edward VI Grammar School, Louth","LN11 9LL","Maintained","<=5","<=5"
"11800","John Leggott Sixth Form College","DN17 1DS","Maintained","6","0"
"11802","The Skegness Grammar School","PE25 2QS","Maintained","<=5","<=5"
"11803","Carre's Grammar School","NG34 7DD","Maintained","<=5","<=5"
"11804","Kesteven and Sleaford High School","NG34 7RS","Maintained","<=5","<=5"
"11805","St George's Academy","NG34 7PP","Maintained","<=5","<=5"
"11807","Spalding Grammar School","PE11 2XH","Maintained","6","<=5"
"11808","Spalding High School","PE11 2PJ","Maintained","6","<=5"
"11812","Stamford High School","PE9 2LL","Independent","<=5","<=5"
"11815","St Paul's School, London","SW13 9JT","Independent","63","22"
"11821","Lincoln Minster School","LN2 5RW","Independent","<=5","<=5"
"11822","Bishop Challoner Catholic School","E1 0LB","Maintained","<=5","<=5"
"11823","Central Foundation Girls' School","E3 2AE","Maintained","<=5","<=5"
"11824","Stepney All Saints Church of England Secondary School","E1 0RH","Maintained","<=5","<=5"
"11828","Mulberry School for Girls","E1 2JP","Maintained","10","<=5"
"11830","Leyton Sixth Form College","E10 6EQ","Maintained","6","0"
"11833","Wanstead High School","E11 2JZ","Maintained","10","<=5"
"11845","Forest School, Snaresbrook","E17 3PY","Independent","20","<=5"
"11848","Sir George Monoux College","E17 5AA","Maintained","<=5","<=5"
"11854","Parmiter's School","WD25 0UU","Maintained","21","<=5"
"11857","The Coopers' Company and Coborn School","RM14 3HS","Maintained","14","<=5"
"11859","Highams Park School","E4 9PJ","Maintained","7","<=5"
"11860","Chingford Foundation School","E4 7LT","Maintained","<=5","<=5"
"11868","Ysgol Gyfun Emlyn","SA38 9LN","Maintained","<=5","<=5"
"11869","St Angela's Ursuline School","E7 8HU","Maintained","8","<=5"
"11875","Cardinal Pole Catholic School","E9 6LG","Maintained","<=5","<=5"
"11881","Dame Alice Owen's School","EN6 2DU","Maintained","50","15"
"11882","Central Foundation Boys' School","EC2A 4SH","Maintained","<=5","<=5"
"11883","City of London School","EC4V 3AL","Independent","48","13"
"11884","City of London School for Girls","EC2Y 8BB","Independent","33","11"
"11892","Fortismere School","N10 1NE","Maintained","15","0"
"11895","Finchley Catholic High School","N12 8TA","Maintained","<=5","<=5"
"11897","St Michael's Catholic Grammar School","N12 7NJ","Maintained","20","<=5"
"11898","Woodhouse College","N12 9EY","Maintained","73","27"
"11900","Ashmole Academy","N14 5RJ","Maintained","18","<=5"
"11906","All Saints Catholic High School, London","N16 5AF","Maintained","<=5","<=5"
"11907","Skinners' Academy","N4 1SY","Maintained","<=5","<=5"
"11909","Mulberry Academy Woodside","N22 5QJ","Maintained","<=5","<=5"
"11913","Bishop Douglass School Finchley","N2 0SQ","Maintained","<=5","<=5"
"11916","Winchmore School","N21 3HS","Maintained","<=5","<=5"
"11918","St Anne's Catholic High School for Girls","N13 5TY","Maintained","<=5","<=5"
"11920","Christ's College Finchley","N2 0SE","Maintained","<=5","<=5"
"11927","Channing School","N6 5HF","Independent","6","<=5"
"11928","Highgate School","N6 4AY","Independent","51","19"
"11931","Highgate Wood Secondary School","N8 8RN","Maintained","<=5","<=5"
"11935","The Latymer School","N9 9TN","Maintained","74","26"
"11937","Francis Holland Regent's Park","NW1 6XR","Independent","9","<=5"
"11938","JFS","HA3 9TE","Maintained","30","8"
"11940","Regent High School","NW1 1RX","Maintained","<=5","<=5"
"11944","Saint Claudine's Catholic School for Girls","NW10 4EP","Maintained","<=5","<=5"
"11945","Harris Lowe Academy Willesden","NW10 3ST","Maintained","<=5","<=5"
"11947","The Henrietta Barnett School","NW11 7BN","Maintained","48","21"
"11948","The King Alfred School","NW11 7HY","Independent","<=5","<=5"
"11949","Hampstead School","NW2 3RT","Maintained","<=5","<=5"
"11953","The Purcell School","WD23 2TS","Independent","<=5","<=5"
"11954","Haverstock School","NW3 2BQ","Maintained","<=5","<=5"
"11955","South Hampstead High School","NW3 5SS","Independent","18","<=5"
"11957","University College School","NW3 6XH","Independent","43","11"
"11958","Hasmonean High School for Girls","NW7 2EU","Maintained","<=5","<=5"
"11959","Hasmonean High School","NW4 1NA","Maintained","6","<=5"
"11961","Hendon School","NW4 2HP","Maintained","<=5","<=5"
"11962","Acland Burghley School","NW5 1UJ","Maintained","<=5","<=5"
"11963","The Camden School for Girls","NW5 2DB","Maintained","18","6"
"11964","La Sainte Union Catholic Secondary School","NW5 1RP","Maintained","<=5","<=5"
"11967","Parliament Hill School","NW5 1RL","Maintained","<=5","<=5"
"11970","Queens Park Community School","NW6 7BQ","Maintained","<=5","<=5"
"11973","Mill Hill School Foundation","NW7 1QS","Independent","<=5","<=5"
"11979","Kingsbury High School","NW9 9JR","Maintained","<=5","<=5"
"11990","Lilian Baylis Technology School","SE11 5QY","Maintained","<=5","<=5"
"11991","Colfe's School","SE12 8AW","Independent","12","<=5"
"11994","Sydenham & Dulwich Girls GDST","SE26 6BL","Independent","<=5","<=5"
"11998","Haberdashers' Aske's Hatcham College","SE14 5SF","Maintained","8","<=5"
"12009","Plumstead Manor School","SE18 1QF","Maintained","<=5","<=5"
"12019","Dulwich College","SE21 7LD","Independent","35","8"
"12021","Alleyn's School","SE22 8SU","Independent","38","14"
"12023","James Allen's Girls' School","SE22 8TE","Independent","21","8"
"12024","Forest Hill School","SE23 2XN","Maintained","<=5","<=5"
"12025","The Charter School North Dulwich","SE24 9JH","Maintained","20","6"
"12028","Sydenham School","SE26 4RD","Maintained","13","<=5"
"12031","Blackheath High School","SE3 7AG","Independent","<=5","<=5"
"12033","The John Roan School","SE3 7QR","Maintained","9","<=5"
"12041","Wilson's School","SM6 9JW","Maintained","70","23"
"12046","St Dunstan's College","SE6 4TY","Independent","6","<=5"
"12051","Eltham College","SE9 4QF","Independent","14","<=5"
"12053","Eltham Hill School","SE9 5EE","Maintained","<=5","<=5"
"12057","Francis Holland School","SW1W 8JF","Independent","6","<=5"
"12058","The Grey Coat Hospital","SW1P 2DY","Maintained","8","<=5"
"12059","Westminster City School","SW1E 5HJ","Maintained","8","<=5"
"12060","Westminster School","SW1P 3PF","Independent","55","29"
"12067","Emanuel School","SW11 1HS","Independent","13","<=5"
"12074","Ark Putney Academy","SW15 3DG","Maintained","<=5","<=5"
"12076","Putney High School","SW15 6BH","Independent","14","<=5"
"12079","Dunraven School","SW16 2QB","Maintained","7","<=5"
"12083","Graveney School","SW17 9BU","Maintained","27","<=5"
"12084","Burntwood School","SW17 0AQ","Maintained","<=5","<=5"
"12089","Southfields Academy (formerly Southfields Community College)","SW18 5JU","Maintained","<=5","<=5"
"12092","King's College School","SW19 4TT","Independent","65","17"
"12095","Ricards Lodge High School","SW19 7HB","Maintained","<=5","<=5"
"12096","Wimbledon College","SW19 4NS","Maintained","9","0"
"12098","Wimbledon High School GDST","SW19 4AB","Independent","17","7"
"12104","Streatham & Clapham High School","SW16 1AW","Independent","<=5","<=5"
"12107","Rutlish School","SW20 9AD","Maintained","<=5","<=5"
"12108","Ursuline High School Wimbledon","SW20 8HA","Maintained","<=5","<=5"
"12110","The London Oratory School","SW6 1RX","Maintained","24","6"
"12118","Lady Margaret School","SW6 4UN","Maintained","<=5","<=5"
"12120","More House School, London","SW1X 0AA","Independent","<=5","<=5"
"12121","Lycee Francais Charles de Gaulle","SW7 2DG","Independent","24","<=5"
"12122","Queen's Gate School","SW7 5LE","Independent","<=5","<=5"
"12131","Queen's College, London","W1G 8BT","Independent","<=5","<=5"
"12142","Notting Hill & Ealing High School GDST","W13 8AX","Independent","15","8"
"12144","The Cardinal Vaughan Memorial RC School","W14 8BZ","Maintained","22","7"
"12148","City of Westminster College","W2 1NB","Maintained","<=5","<=5"
"12150","Ark Acton Academy","W3 8EY","Maintained","<=5","<=5"
"12151","The Ellen Wilkinson School for Girls","W3 0HW","Maintained","<=5","<=5"
"12153","Gunnersbury Catholic School","TW8 9LB","Maintained","7","0"
"12154","Haberdashers' Girls' School","WD6 3BT","Independent","22","8"
"12155","Twyford Church of England High School","W3 9PP","Maintained","24","7"
"12158","Chiswick School","W4 3UN","Maintained","9","<=5"
"12164","St Augustine's Priory","W5 2JL","Independent","<=5","<=5"
"12165","St Benedict's School","W5 2ES","Independent","13","<=5"
"12166","Sacred Heart High School, Hammersmith","W6 7DG","Maintained","<=5","<=5"
"12169","The Godolphin and Latymer School","W6 0PG","Independent","14","<=5"
"12171","Latymer Upper School and Latymer Prep","W6 9LR","Independent","54","16"
"12172","St Paul's Girls' School","W6 7BS","Independent","34","25"
"12174","Drayton Manor High School","W7 1EU","Maintained","11","<=5"
"12175","Holland Park School","W8 7AF","Maintained","<=5","<=5"
"12176","The Worthgate School","CT1 3LQ","Independent","6","0"
"12179","St George's Catholic School","W9 1RB","Maintained","<=5","<=5"
"12181","Westminster Kingsway College","WC1X 8RA","Maintained","11","6"
"12196","London Academy","HA8 8DE","Maintained","<=5","<=5"
"12197","North London Collegiate School","HA8 7RJ","Independent","30","12"
"12199","Mill Hill County High School","NW7 4LL","Maintained","12","<=5"
"12204","Enfield County School for Girls","EN2 6QG","Maintained","<=5","<=5"
"12207","Kingsmead School, London","EN1 1YQ","Maintained","<=5","<=5"
"12208","St Ignatius College","EN1 4NP","Maintained","<=5","<=5"
"12210","Logic Studio School","TW13 7EF","Maintained","<=5","<=5"
"12213","The Cardinal Wiseman Catholic School","UB6 9AW","Maintained","<=5","<=5"
"12214","Greenford High School","UB1 2GU","Maintained","<=5","<=5"
"12217","Hampton School","TW12 3HD","Independent","46","11"
"12218","Lady Eleanor Holles School","TW12 3HF","Independent","22","<=5"
"12221","Claremont High School","HA3 0UH","Maintained","<=5","<=5"
"12224","Carmel College, Merseyside","WA10 3AG","Maintained","27","7"
"12225","Harrow School","HA1 3HP","Independent","31","<=5"
"12228","The John Lyon School","HA2 0HN","Independent","<=5","<=5"
"12232","St Dominic's Sixth Form College","HA1 3HX","Maintained","45","7"
"12233","St Gregory's Catholic Science College","HA3 0NB","Maintained","<=5","<=5"
"12236","St Mark's Catholic School","TW3 3EJ","Maintained","<=5","<=5"
"12237","Cranford Community College","TW5 9PD","Maintained","<=5","<=5"
"12238","Rosedale College","UB3 2SE","Maintained","<=5","<=5"
"12242","Lampton School","TW3 4EP","Maintained","<=5","<=5"
"12244","The Green School","TW7 5BB","Maintained","<=5","<=5"
"12245","Gumley House RC Convent School, FCJ","TW7 6XF","Maintained","<=5","<=5"
"12246","Isleworth and Syon School for Boys","TW7 5LJ","Maintained","<=5","<=5"
"12250","Islip Manor High School","UB5 4HP","Maintained","<=5","<=5"
"12251","Merchant Taylors' School","HA6 2HT","Independent","28","<=5"
"12252","Northwood College for Girls GDST","HA6 2YE","Independent","<=5","<=5"
"12253","Northwood School","HA6 1QN","Maintained","<=5","<=5"
"12254","St Helen's School","HA6 3AS","Independent","10","<=5"
"12259","Haydon School","HA5 2LX","Maintained","6","<=5"
"12261","Bishop Ramsey C of E School (formerly Voluntary Aided)","HA4 8EE","Maintained","<=5","<=5"
"12262","Queensmead School","HA4 0LS","Maintained","8","<=5"
"12266","Akeley Wood Senior School","MK18 5AE","Independent","<=5","<=5"
"12269","Wessex Tutors, Southampton","SO15 3EU","Independent","<=5","<=5"
"12271","St Pauls Catholic College, Sunbury-on-Thames","TW16 6JE","Maintained","<=5","<=5"
"12277","Richmond-upon-Thames College","TW2 7SJ","Maintained","<=5","<=5"
"12281","Bishopshalt School","UB8 3RF","Maintained","<=5","<=5"
"12282","Uxbridge High School","UB8 2PR","Maintained","<=5","<=5"
"12284","Vyners School","UB10 8AB","Maintained","<=5","<=5"
"12287","Alperton Community School","HA0 4JE","Maintained","7","<=5"
"12288","Preston Manor School","HA9 8NA","Maintained","<=5","<=5"
"12293","King Henry VIII Comprehensive School","NP7 6EP","Maintained","<=5","<=5"
"12297","Coleg Gwent, Crosskeys","NP11 7ZA","Maintained","<=5","<=5"
"12304","Haberdasher's Monmouth School","NP25 3XP","Independent","13","<=5"
"12307","Bassaleg School","NP10 8NF","Maintained","<=5","<=5"
"12308","The John Frost School","NP10 8YD","Maintained","<=5","<=5"
"12311","Coleg Gwent, Newport","NP19 4TS","Maintained","<=5","<=5"
"12313","St Joseph's R.C. High School","NP10 8XH","Maintained","<=5","<=5"
"12330","Welshpool High School","SY21 7RE","Maintained","<=5","<=5"
"12337","Dereham Sixth Form College","NR20 4AG","Maintained","<=5","<=5"
"12338","Fakenham Academy","NR21 9QT","Maintained","<=5","<=5"
"12344","Gresham's School","NR25 6EA","Independent","7","<=5"
"12347","Springwood High School","PE30 4AW","Maintained","9","<=5"
"12350","Paston College","NR28 9JL","Maintained","6","<=5"
"12354","City of Norwich School","NR4 6PP","Maintained","8","<=5"
"12356","Langley School, Norwich","NR14 6BJ","Independent","<=5","<=5"
"12358","Norwich High School for Girls","NR2 2HU","Independent","<=5","<=5"
"12359","Norwich School","NR1 4DD","Independent","25","<=5"
"12360","Notre Dame High School, Norwich","NR1 3PB","Maintained","16","<=5"
"12363","Thetford Grammar School","IP24 3AF","Independent","<=5","<=5"
"12364","Thorpe St Andrew School and Sixth Form","NR7 0XS","Maintained","<=5","<=5"
