"ucas","name","application","offer"
"11762","Queen Elizabeth's Grammar, Alford - a Selectiv..","<3","<3"
"11766","Boston High School","<3","<3"
"11768","Bourne Grammar School","10","<3"
"11769","Beeslack Community High School","<3","<3"
"11775","","8","<3"
"11777","Kesteven & Grantham Girls School","5","<3"
"11778","Kings School, Grantham","6","<3"
"11786","Queen Elizabeth's Grammar School, Lincs","<3","<3"
"11787","Caistor Grammar School, Market Rasen","4","<3"
"11789","The Priory City of Lincoln Academy","<3","<3"
"11791","Lincoln Christ's Hospital School","4","3"
"11794","St Ninians High School, Giffnock","<3","<3"
"11795","The King Edward VI Grammar School, Louth","<3","<3"
"11800","John Leggott Sixth Form College","15","3"
"11802","The Skegness Grammar School","<3","<3"
"11803","Carre's Grammar School","4","<3"
"11804","Kesteven and Sleaford High School","<3","<3"
"11805","St George's Academy, Sleaford","<3","<3"
"11807","Spalding Grammar School","<3","<3"
"11808","Spalding High School, Spalding","<3","<3"
"11815","St Paul's School, London","97","23"
"11821","Lincoln Minster School","<3","<3"
"11822","Bishop Challoner Catholic School","<3","<3"
"11823","Central Foundation Girls School","3","<3"
"11824","Stepney All Saints School","<3","<3"
"11828","Mulberry School for Girls","6","<3"
"11830","Leyton VI Form College, London","8","3"
"11833","Wanstead High School, London E","11","5"
"11836","George Green's School, Manchester Road, Lon..","<3","<3"
"11845","Forest School, Snaresbrook","16","<3"
"11848","Sir George Monoux College","5","<3"
"11852","Mulberry Academy Shoreditch","<3","<3"
"11854","Parmiter's School","<3","<3"
"11852","Mulberry Academy Shoreditch","<3","<3"
"11854","Parmiter's School","15","3"
"11857","","8","<3"
"11859","Highams Park School","3","<3"
"11860","Chingford Foundation School","4","<3"
"11869","St Angela's Ursuline School","5","<3"
"11875","Cardinal Pole Roman Catholic School                                          Redacted Acceptance Ra..","<3","<3"
"11881","Dame Alice Owen's School","23","4"
"11882","Central Foundation Boys School,","<3","<3"
"11883","City of London School","46","12"
"11884","City of London School for Girls","35","8"
"11892","Fortismere School, London N","10","16"
"11895","Finchley Catholic High School","<3","<3"
"11897","St Michael's Catholic Grammar School","13","<3"
"11898","Woodhouse College, Finchley","62","11"
"11900","","7","<3"
"11906","Our Lady's Catholic High School","<3","<3"
"11907","Skinners' Academy","<3","<3"
"11916","Winchmore School","3","<3"
"11920","Christ's College, Finchley","<3","<3"
"11926","Highbury Fields School","3","<3"
"11927","Channing School","8","<3"
"11928","Highgate School","45","14"
"11931","Highgate Wood School, London N","8","10"
"11935","The Latymer School","30","9"
"11937","Francis Holland Regent's Park","5","<3"
"11938","JFS","8","<3"
"11945","Capital City Academy, London NW","10","<3"
"11947","Henrietta Barnett School","40","10"
"11948","King Alfred School, London","3","<3"
"11949","Hampstead School, London NW","2","3"
"11952","Whitefield School, London NW","2","<3"
"11953","Purcell School","<3","<3"
"11954","Haverstock School","5","<3"
"11955","South Hampstead High School","25","8"
"11957","University College School","34","5"
"11958","Hasmonean High School (Girls)","5","<3"
"11961","Hendon School","4","<3"
"11962","Acland Burghley School","<3","<3"
"11963","Camden School for Girls","29","11"
"11964","","3","<3"
"11967","Parliament Hill Sixth form","6","<3"
"11970","Queens Park Community School","7","<3"
"11972","Copthall School","<3","<3"
"11973","Mill Hill School, The Ridgeway, London","3","<3"
"11979","Kingsbury High School","4","<3"
"11984","St Saviour's and St Olave's Church of England ..","<3","<3"
"11990","Lilian Baylis Technology School and","6","<3"
"11991","Colfes School","8","4"
"11992","","4","<3"
"11994","Sydenham High School","<3","<3"
"11998","Haberdashers' Aske's Hatcham College","<3","<3"
"12019","Dulwich College","56","12"
"12021","Alleyn's School, Dulwich","34","9"
"12023","James Allens Girls School","21","3"
"12024","Forest Hill School","5","3"
"12025","The Charter School North Dulwich","13","5"
"12028","Sydenham School","5","<3"
"12031","Blackheath High School","<3","<3"
"12033","The John Roan School","<3","<3"
"12040","Sacred Heart Catholic School","7","<3"
"12041","Wilson's School","35","8"
"12046","St Dunstan's College","<3","<3"
"12041","Wilson's School","<3","<3"
"12046","St Dunstan's College","5","<3"
"12051","Eltham College","20","<3"
"12053","Eltham Hill School","3","<3"
"12057","Francis Holland School","5","<3"
"12058","The Grey Coat Hospital","10","4"
"12059","Westminster City School, London","<3","<3"
"12060","Westminster School","112","45"
"12067","Emanuel School","5","<3"
"12074","Ark Putney Academy","<3","<3"
"12076","Putney High School","21","4"
"12079","Dunraven School, London","11","3"
"12083","Graveney School","15","3"
"12084","Burntwood School","3","<3"
"12089","Southfields Academy (formerly Southfields Co..","<3","<3"
"12092","King's College School","82","17"
"12096","Wimbledon College, London SW","19","6"
"12098","Wimbledon High School","19","3"
"12104","Streatham and Clapham High School","5","<3"
"12107","Rutlish School, London SW","20","<3"
"12108","Ursuline High School","7","<3"
"12110","The London Oratory School","36","11"
"12118","Lady Margaret School","11","4"
"12120","More House School, London","<3","<3"
"12121","Lycee Francais Charles De Gaulle","31","<3"
"12122","Queen's Gate School","<3","<3"
"12131","Queen's College, London","7","<3"
"12142","Notting Hill & Ealing High School","17","3"
"12144","","34","<3"
"12148","City of Westminster College","<3","<3"
"12150","Ark Acton Academy","3","<3"
"12151","The Ellen Wilkinson School for Girls","3","<3"
"12153","Gunnersbury Catholic School, Brentford","7","<3"
"12154","","19","<3"
"12155","Twyford Church of England High School","20","3"
"12158","Chiswick School","<3","<3"
"12159","Ealing Hammersmith & West London College, ..","<3","<3"
"12164","St Augustines Priory School","<3","<3"
"12165","St Benedicts School Ealing","21","<3"
"12166","Sacred Heart High School, Hammersmith","5","<3"
"12169","The Godolphin and Latymer School","34","6"
"12171","Latymer Upper School","39","6"
"12172","St Paul's Girl's School","53","24"
"12174","","8","<3"
"12175","Holland Park School","9","<3"
"12176","The Worthgate School Canterbury","<3","<3"
"12179","St Georges R C School","<3","<3"
"12181","Westminster Kingsway College, London","7","<3"
"12184","Ysgol Godre'r Berwyn","<3","<3"
"12187","Ysgol Gyfun Cwm Rhymni","3","<3"
"12194","St James Catholic High School","<3","<3"
"12196","London Academy, Edgware","3","<3"
"12197","North London Collegiate School","49","14"
"12199","Mill Hill County High School","12","<3"
"12204","Enfield County School for Girls","<3","<3"
"12206","Enfield Grammar School","3","<3"
"12207","Kingsmead School Academy","6","<3"
"12208","St Ignatius College","<3","<3"
"12213","The Cardinal Wiseman School","3","<3"
"12214","Greenford High School, Greenford","8","<3"
"12217","Hampton School","36","7"
"12218","Lady Eleanor Holles School","29","9"
"12221","Claremont High School Academy","<3","<3"
"12218","Lady Eleanor Holles School","<3","<3"
"12221","Claremont High School Academy","3","<3"
"12224","Carmel College","13","4"
"12225","Harrow School","42","6"
"12228","John Lyon School, Harrow","5","<3"
"12232","St Dominic's Sixth Form College","34","3"
"12236","St Mark's Catholic School","7","<3"
"12237","Cranford Community College, Hounslow","8","<3"
"12238","Rosedale College","<3","<3"
"12242","Lampton School","4","<3"
"12243","Swakeleys School for Girls","7","<3"
"12244","The Green School","<3","<3"
"12245","Gumley House School","<3","<3"
"12246","Isleworth and Syon School, Isleworth","4","<3"
"12251","Merchant Taylors' School, Northwood","26","6"
"12252","Northwood College","4","<3"
"12254","St. Helen's School","16","<3"
"12259","Haydon School, Pinner","4","<3"
"12261","","4","<3"
"12262","Queensmead School","5","<3"
"12266","Akeley Wood School","3","<3"
"12271","St Pauls Catholic College, Sunbury-on-Thames","<3","<3"
"12281","Bishopshalt School","8","<3"
"12282","Uxbridge High School Academy Trust","5","<3"
"12284","Vyners School","4","<3"
"12285","The Harefield Academy","<3","<3"
"12287","Alperton Community School, Wembley","<3","<3"
"12288","Preston Manor High School","<3","<3"
"12293","King Henry VIII Comprehensive School","5","<3"
"12296","Chepstow School","4","<3"
"12297","Coleg Gwent, Crosskeys Campus","4","<3"
"12303","Coleg Gwent Ebbw Vale Campus","3","<3"
"12304","Monmouth School for Boys","4","<3"
"12305","Monmouth School for Girls","8","<3"
"12307","Bassaleg School","8","<3"
"12308","The John Frost School","<3","<3"
"12313","St Joseph's RC High School, Newport","4","<3"
"12316","St Julian's School Newport","<3","<3"
"12317","Lewis School, Pengam","4","<3"
"12323","Ysgol Llanfyllin","<3","<3"
"12324","Llanidloes High School","<3","<3"
"12325","Ysgol Bro Hyddgen","3","<3"
"12329","Ysgol Bro Caereinion","<3","<3"
"12330","Welshpool High School","3","<3"
"12334","Diss High School","3","<3"
"12336","Athena Sixth Form College","<3","<3"
"12337","Dereham Sixth Form College","<3","<3"
"12338","Fakenham Academy Norfolk","<3","<3"
"12340","Hamilton College","<3","<3"
"12344","Gresham's School","<3","<3"
"12347","Springwood High School","5","<3"
"12354","City of Norwich School","<3","<3"
"12358","Norwich High School for Girls","3","<3"
"12359","Norwich School","11","<3"
"12360","Notre Dame High School, Norwich","7","<3"
"12363","Thetford Grammar School, Thetford","<3","<3"
"12364","Thorpe St Andrew School and Sixth Form","<3","<3"
"12365","Wymondham College","13","<3"
"12368","Magdalen College School, Northants","<3","<3"
"12380","Northampton School for Boys","11","<3"
"12381","Northampton High School","5","<3"
"12382","Northampton School for Girls","3","<3"
"12389","Sponne School","<3","<3"
"12382","Northampton School for Girls","<3","<3"
"12389","Sponne School                                                                Min. Number of Records","<3","<3"
"12393","Wellingborough School","6","<3"
"12394","Weavers Academy (formerly Weavers School)                                    Redacted Acceptances","<3","<3"
"12395","The Duchess's Community High School","4","<3"
"12400","Berwick Academy (formerly Berwick Communit..","<3","<3"
"12401","Longridge Towers School                                                      Redacted Acceptance Ra..","<3","<3"
"12405","Gosforth Academy","11","4"
"12408","Queen Elizabeth High School, Hexham","8","3"
"12409","King Edward VI School, Northumberland","5","<3"
"12416","Sacred Heart Catholic High School","4","<3"
"12419","Dame Allan's Schools","9","<3"
"12420","George Stephenson Community High School","<3","<3"
"12421","Jesmond Park Academy","<3","<3"
"12432","","19","<3"
"12437","St Cuthbert's High School, Newcastle","<3","<3"
"12438","","5","<3"
"12440","","6","<3"
"12446","Burnside Business and Enterprise College","<3","<3"
"12450","The German School London","<3","<3"
"12452","Whitley Bay High School","5","<3"
"12453","Arnold Hill Academy (formerly Arnold Hill","3","<3"
"12454","Bramcote College, Nottingham","<3","<3"
"12456","The Becket School","5","<3"
"12458","Carlton le Willows Academy (formerly School & ..","<3","<3"
"12462","Holgate Academy","<3","<3"
"12463","Ashfield Comprehensive School","4","<3"
"12464","The Brunts Academy","<3","<3"
"12471","","4","<3"
"12476","Bilborough College","17","3"
"12482","Nottingham College High Pavement VI Form","<3","<3"
"12484","The Trinity Catholic School, Aspley","8","<3"
"12489","Nottingham High School","19","3"
"12490","Nottingham Girls High School","7","<3"
"12493","Rushcliffe School","6","<3"
"12495","Trent College","11","<3"
"12498","Minster School, Southwell","11","<3"
"12500","The West Bridgford School","5","<3"
"12503","Worksop College","<3","<3"
"12505","Banbury Aspirations Campus Sixth Form","<3","<3"
"12506","Bloxham School, Banbury","3","<3"
"12508","Sibford School, Banbury","<3","<3"
"12509","Tudor Hall School","4","<3"
"12511","The Bicester School","<3","<3"
"12512","Burford School","7","<3"
"12513","Chipping Norton School, Chipping Norton","3","<3"
"12516","Henley College, Henley on Thames","9","<3"
"12517","Shiplake College","<3","<3"
"12518","Kingham Hill School","4","<3"
"12521","Greyfriars Catholic School","4","<3"
"12522","Cheney School","9","3"
"12524","The Cherwell School","23","4"
"12526","Gosford Hill School","3","<3"
"12527","Headington School, Oxford","13","<3"
"12528","Magdalen College School, Oxford","35","9"
"12532","Oxford High School GDST","12","3"
"12533","Oxford Spires Academy (formerly Oxford","15","<3"
"12537","St Clares, Oxford","7","<3"
"12538","St Edward's School, Oxford","14","4"
"12540","Wychwood School, Oxford","<3","<3"
"12542","Lord Williams's School","11","3"
"12543","Wheatley Park School","4","<3"
"12544","Cokethorpe School, Witney","<3","<3"
"12543","Wheatley Park School","<3","<3"
"12544","Cokethorpe School, Witney                                                  Min. Number of Records","<3","<3"
"12546","The Henry Box School","<3","<3"
"12547","Ysgol Harri Tudur, Henry Tudor School (formerl..                           Redacted Acceptances","<3","<3"
"12548","Ysgol Bro Preseli","3","<3"
"12552","Milford Haven School","<3","<3"
"12554","Ysgol Greenhill School                                                     Redacted Acceptance Ra..","<3","<3"
"12557","Oakham School, Careers Department","8","<3"
"12559","Uppingham School","19","3"
"12560","Ivybridge Community College","4","<3"
"12565","Bedstone College, Bucknell","<3","<3"
"12567","Ellesmere College","5","<3"
"12568","Ludlow College","5","<3"
"12569","Grove School, Shropshire","<3","<3"
"12570","Haberdashers' Adams","8","<3"
"12572","Newport Girls' High School","7","3"
"12573","Moreton Hall","<3","<3"
"12577","Oswestry School","4","<3"
"12580","Adcote School","<3","<3"
"12583","Shrewsbury Sixth Form College","17","4"
"12584","Shrewsbury High School","3","<3"
"12585","Shrewsbury School","28","3"
"12590","Wrekin College, Telford","4","<3"
"12593","Thomas Adams School","<3","<3"
"12594","Sir John Talbot's School","<3","<3"
"12596","Beechen Cliff School","15","<3"
"12597","Hayesfield Sixth Form, Bath","4","<3"
"12598","Bath College","3","<3"
"12600","Downside School","11","<3"
"12601","King Edward's School Bath","24","4"
"12602","Kingswood School","6","<3"
"12605","Monkton Combe School","6","<3"
"12607","Prior Park College","7","<3"
"12608","Royal High School, Bath","10","<3"
"12616","Bruton School for Girls","<3","<3"
"12617","King's School Bruton","3","<3"
"12618","Sexey's School","6","<3"
"12621","Chew Valley School","5","<3"
"12626","Frome Community College","8","3"
"12628","The King Alfred School, Highbridge","4","<3"
"12632","The West Somerset College","<3","<3"
"12633","Nailsea School","<3","<3"
"12635","Writhlington School Academy","3","<3"
"12636","Millfield School","12","<3"
"12637","Strode College, Street","7","3"
"12639","Richard Huish College","34","3"
"12640","Kings College Taunton","8","<3"
"12641","Queen's College, Taunton","<3","<3"
"12645","Taunton School","5","<3"
"12650","The Kings of Wessex Academy","4","<3"
"12651","Wellington School, Somerset","5","<3"
"12652","Wells Cathedral School","8","<3"
"12653","The Blue School","4","<3"
"12658","Sidcot School","<3","<3"
"12665","Aldridge School, Walsall","3","<3"
"12674","Abbot Beyne School and Arts College, Burton ..","<3","<3"
"12683","The Friary School","4","<3"
"12684","King Edward VI School, Staffordshire","5","<3"
"12685","Nether Stowe Comprehensive School, Lichfield","<3","<3"
"12688","Newcastle-Under-Lyme School, Mount Pleasant","<3","<3"
"12691","Wolgarston High School","<3","<3"
"12704","Biddulph High School","<3","<3"
"12718","St John Fisher Catholic College, Newcastle","<3","<3"
"12704","Biddulph High School","<3","<3"
"12718","","3","<3"
"12719","","6","<3"
"12720","","10","<3"
"12733","Thomas Alleyne's High School","5","<3"
"12734","Denstone College","7","<3"
"12740","Joseph Leckie Academy (formerly Community ..                           Redacted Acceptance Ra..","<3","<3"
"12741","Queen Mary's Grammar School for Boys","17","<3"
"12743","Queen Mary's High School for Girls","5","<3"
"12753","Wood Green Academy","<3","<3"
"12758","City of Wolverhampton College","<3","<3"
"12759","Codsall Community High School","<3","<3"
"12760","Highfields School","<3","<3"
"12765","Royal Wolverhampton School, Wolverhampton","<3","<3"
"12768","Tettenhall College","<3","<3"
"12772","Wolverhampton Grammar School","3","<3"
"12773","Wolverhampton Girls' High School","15","<3"
"12774","Colton Hills Community School, Wolverhampton","<3","<3"
"12776","Sir John Leman High School","<3","<3"
"12778","Bury St Edmunds County Upper School","5","<3"
"12781","Culford School","4","<3"
"12785","","4","<3"
"12791","Ipswich High School","3","<3"
"12792","Ipswich School","<3","<3"
"12794","Northgate High School","6","<3"
"12795","Royal Hospital School","5","<3"
"12808","Framlingham College","3","<3"
"12811","City of London Freemen's School","15","<3"
"12819","Carshalton Boys Sports College","<3","<3"
"12820","Carshalton High School for Girls","3","<3"
"12822","","3","<3"
"12823","Caterham School","16","<3"
"12826","Cheam High School","<3","<3"
"12827","Nonsuch High School for Girls","24","5"
"12829","Salesian School, Chertsey","19","<3"
"12830","Sir William Perkins's School","5","<3"
"12834","Reed's School","13","<3"
"12836","Cranleigh School, Cranleigh","5","<3"
"12837","Archbishop Tenison's C of E High School","<3","<3"
"12838","Cambridge Tutors College","4","<3"
"12839","Coloma Convent Girls School","4","<3"
"12845","Old Palace of John Whitgift School","8","<3"
"12846","Royal Russell School","3","<3"
"12849","Trinity School, Croydon","24","4"
"12850","Whitgift School, South Croydon","39","8"
"12853","Box Hill School","<3","<3"
"12854","The Ashcombe School","6","<3"
"12855","St Teresas School, Dorking","3","<3"
"12858","Strodes College, Surrey","6","<3"
"12860","Epsom College","10","<3"
"12861","Glyn School","5","<3"
"12862","Rosebery School","8","<3"
"12863","Claremont Fan Court School","5","<3"
"12869","Farnham College","<3","<3"
"12874","Charterhouse","34","3"
"12875","Godalming College","31","5"
"12876","King Edwards School Witley","4","<3"
"12877","Prior's Field School","<3","<3"
"12878","George Abbot School","7","<3"
"12880","Guildford County School","7","<3"
"12882","Guildford High School","26","8"
"12885","Royal Grammar School Guildford","13","5"
"12886","St Catherine's School, Bramley","<3","<3"
"12885","Royal Grammar School Guildford","<3","<3"
"12886","St Catherine's School, Bramley","17","5"
"12889","St Peters Catholic School, Guildford","7","<3"
"12890","Tormead School, Guildford","4","<3"
"12892","Royal School, Haslemere","<3","<3"
"12899","Kingston Grammar School","24","4"
"12901","Marymount International School","5","<3"
"12903","Surbiton High School","9","3"
"12904","Tiffin School","49","12"
"12905","The Tiffin Girls School","41","10"
"12906","St Andrews R C Comprehensive Schl, Leatherh..","<3","<3"
"12907","St John's School Leatherhead","12","<3"
"12908","Therfield School, Leatherhead","<3","<3"
"12909","Lingfield College","5","<3"
"12919","Coombe Girls' School","6","<3"
"12920","The Holy Cross School","3","<3"
"12921","Richard Challoner School","6","4"
"12922","Coulsdon Sixth Form College","<3","<3"
"12925","Oxted School","5","<3"
"12928","The John Fisher School","<3","<3"
"12931","Reigate College","18","5"
"12932","Dunottar School","<3","<3"
"12933","Reigate Grammar School","27","8"
"12938","Croydon High School","7","<3"
"12941","The Hollyfield School, Surbiton","<3","<3"
"12942","Tolworth Girls School","3","<3"
"12943","Greenshaw High School, Sutton","4","<3"
"12945","Sutton High School","<3","<3"
"12946","Sutton Grammar School","18","<3"
"12948","Esher Sixth Form College","30","6"
"12949","Wallington High School For Girls","19","3"
"12950","Wallington County Grammar School","16","4"
"12952","Three Rivers Academy","<3","<3"
"12955","Epsom and Ewell High School","3","<3"
"12957","Fullbrook School, Addlestone","3","<3"
"12959","St Georges College, Addlestone","13","3"
"12965","Woking College","7","<3"
"12966","Woldingham School","6","<3"
"12968","Battle Abbey School, Battle","5","3"
"12972","Bexhill College, Bexhill on Sea","11","<3"
"12975","The Weald School and Sixth Form College","<3","<3"
"12976","St Philip Howard Catholic High School and","<3","<3"
"12977","The Regis School","3","<3"
"12980","Brighton Girls GDST","<3","<3"
"12981","Brighton College","57","11"
"12986","Roedean School","11","<3"
"12989","Varndean College","8","<3"
"12992","Burgess Hill Girls","5","<3"
"12996","Chichester High School Sixth Form","5","<3"
"13002","Hazelwick School","4","<3"
"13005","Thomas Bennett Community College","<3","<3"
"13006","Worth School","7","<3"
"13007","Beacon Academy","4","<3"
"13011","Imberhorne School","3","<3"
"13012","Michael Hall Steiner Waldorf School","<3","<3"
"13013","Sackville School, East Grinstead","<3","<3"
"13017","Eastbourne College","7","<3"
"13018","East Sussex College, Eastbourne","<3","<3"
"13023","Hurstpierpoint College","9","<3"
"13027","Ardingly College","11","3"
"13030","St Pauls Catholic College, Burgess Hill","3","<3"
"13031","Christ's Hospital","14","5"
"13032","Collyers VI Form College, Horsham","<3","<3"
"13031","Christ's Hospital","<3","<3"
"13032","Collyers VI Form College, Horsham","21","<3"
"13034","Farlington School","<3","<3"
"13040","","85","<3"
"13041","Bellerbys College Brighton","8","<3"
"13049","Lancing College","12","<3"
"13053","East Sussex College Group, Lewes","3","<3"
"13060","Mayfield School","8","<3"
"13063","Seaford College","4","<3"
"13077","Steyning Grammar School","5","<3"
"13081","Our Lady of Sion School","<3","<3"
"13087","Worthing College (formerly The Worthing","4","<3"
"13091","Alcester Grammar School","20","4"
"13094","Nicholas Chamberlaine Technology College","<3","<3"
"13098","Hillcrest School and Sixth Form Centre, Birming..","<3","<3"
"13113","St George's School, Edgbaston","<3","<3"
"13114","Edgbaston High School","4","<3"
"13126","","4","<3"
"13132","","23","<3"
"13133","King Edward VI Aston","10","<3"
"13134","King Edward VI High School for Girls","27","8"
"13135","","31","<3"
"13136","King Edward VI Five Ways School","30","4"
"13137","King Edward VI Handsworth School","9","<3"
"13138","King Edward's School, Edgbaston","37","10"
"13141","Kings Norton Girls School","5","<3"
"13144","Lordswood Girls' School and The Sixth Form C..","<3","<3"
"13148","Moseley School","<3","<3"
"13151","Joseph Chamberlain Sixth Form College, Birmi..","<3","<3"
"13158","St Paul's School for Girls","5","<3"
"13169","Bablake School","7","<3"
"13170","Barrs Hill School and Community College","4","<3"
"13173","","6","<3"
"13175","Caludon Castle School Member of Castle Phoe..","<3","<3"
"13178","Coundon Court School, Coventry","<3","<3"
"13181","Foxford School & Community Arts College","<3","<3"
"13182","Heart of England School","<3","<3"
"13185","King Henry VIII School, Coventry","4","<3"
"13190","Stoke Park School","<3","<3"
"13195","Kenilworth School","6","<3"
"13196","Kineton High School","3","<3"
"13200","The Kingsley School","<3","<3"
"13201","North Leamington School","<3","<3"
"13203","Southam College","5","<3"
"13206","King Edward VI College, Nuneaton","4","<3"
"13212","Ashlawn School and Science College","<3","<3"
"13214","Lawrence Sheriff School","12","<3"
"13215","Princethorpe College, Rugby","6","3"
"13217","Rugby High School","9","<3"
"13218","Rugby School","27","<3"
"13219","Bishop Veseys Grammar School","37","5"
"13226","Solihull School","6","<3"
"13232","King Edward VI School, Warwickshire","37","12"
"13233","Stratford Girls' Grammar School","16","3"
"13235","Bishop Walsh Catholic School","<3","<3"
"13237","Fairfax School, Sutton Coldf","<3","<3"
"13242","","10","<3"
"13245","King's High School Warwick","8","<3"
"13246","Warwick School","14","<3"
"13252","Kirkbie Kendal School","3","<3"
"13253","Queen Elizabeth School, Carnforth","<3","<3"
"13255","Dallam School","<3","<3"
"13258","St Laurence School","<3","<3"
"13255","Dallam School","<3","<3"
"13258","St Laurence School","5","<3"
"13259","Kingsbury Green Academy","<3","<3"
"13260","St Mary's School, Calne","14","5"
"13261","Hardenhuish School","5","<3"
"13266","Devizes School","6","<3"
"13267","Malmesbury School","6","<3"
"13268","Marlborough College","28","4"
"13269","St John's Academy, Marlborough","8","<3"
"13271","Stonar School","<3","<3"
"13272","Bishop Wordsworth's Grammar School","15","<3"
"13275","Godolphin School, Salisbury","<3","<3"
"13278","South Wilts Grammar School","17","4"
"13292","Warminster School","<3","<3"
"13293","Dauntsey's School","8","<3"
"13297","North Bromsgrove High School","<3","<3"
"13298","Bromsgrove School","16","<3"
"13299","Droitwich Spa High School","<3","<3"
"13307","The De Montfort School","<3","<3"
"13308","Prince Henrys High School","8","<3"
"13312","Holy Trinity School and Sixth Form Centre","<3","<3"
"13315","King Charles I School","<3","<3"
"13318","Malvern College","15","3"
"13320","Malvern St James","6","<3"
"13323","Pershore High School & Sixth Form","7","<3"
"13330","King Edward VI College, Stourbridge","32","4"
"13331","Old Swinford Hospital, Stourbridge","7","<3"
"13332","The Stourport High School and VIth Form Colle..","<3","<3"
"13344","Worcester Sixth Form College","12","3"
"13346","Hanley Castle High School","3","<3"
"13347","King's School, Worcester","19","<3"
"13348","Royal Grammar School, Worcestershire","12","<3"
"13353","Ampleforth College","11","<3"
"13369","Beckfoot School","<3","<3"
"13373","Belle Vue Girls' School","<3","<3"
"13375","Bradford Grammar School","10","3"
"13386","Hanson Academy (formerly School)","<3","<3"
"13394","Woodhouse Grove School","3","<3"
"13406","Cottingham High School, Cottingham","<3","<3"
"13413","The McAuley Catholic High School","<3","<3"
"13414","Outwood Academy Danum","<3","<3"
"13421","Driffield School and Sixth Form","<3","<3"
"13423","Brooksbank School","5","<3"
"13428","Prior Pursglove College","10","<3"
"13430","Crossley Heath School","4","<3"
"13432","North Halifax Grammar School","4","<3"
"13437","Ashville College","<3","<3"
"13440","Harrogate Ladies' College","3","<3"
"13441","Harrogate Grammar School","13","<3"
"13443","Queen Ethelburga's Collegiate (formerly","12","<3"
"13445","","16","<3"
"13446","Hessle High School","<3","<3"
"13449","Greenhead College, Huddersfield","71","17"
"13453","Huddersfield New College","3","<3"
"13465","Hymers College, Hull","9","<3"
"13468","","7","<3"
"13469","Ilkley Grammar School","<3","<3"
"13486","King James's School, Knaresborough","<3","<3"
"13487","","7","<3"
"13489","Allerton Grange School","<3","<3"
"13490","Allerton High Business & Enterprise Specialist ..","<3","<3"
"13497","Gateways School","<3","<3"
"13500","Lawnswood School","<3","<3"
"13497","Gateways School","<3","<3"
"13500","Lawnswood School                                                          Min. Number of Records","<3","<3"
"13504","The Grammar School at Leeds","12","<3"
"13511","Notre Dame Catholic VI Form College","17","<3"
"13514","","6","<3"
"13520","Temple Moor High School","<3","<3"
"13535","Middlesbrough College                                                     Redacted Acceptance Ra..","<3","<3"
"13542","South Hunsley School, North Ferriby","<3","<3"
"13543","","4","<3"
"13544","Ossett Academy","<3","<3"
"13545","","5","<3"
"13546","Lady Lumleys School, Pickering","<3","<3"
"13547","Pocklington School","<3","<3"
"13548","Woldgate School and Sixth Form College, Pock..","<3","<3"
"13553","New College Pontefract","12","<3"
"13555","Holderness Academy & Sixth Form College","<3","<3"
"13557","Fulneck School","<3","<3"
"13564","Richmond School","4","<3"
"13567","Ripon Grammar School","11","<3"
"13571","Thomas Rotherham College","5","<3"
"13572","Wath Academy","<3","<3"
"13574","Scarborough College","<3","<3"
"13575","Scarborough Sixth Form College","6","<3"
"13578","Sedbergh School","4","<3"
"13580","The Read School","<3","<3"
"13582","Giggleswick School","3","<3"
"13588","Aston Academy","<3","<3"
"13593","All Saints Catholic High School, Sheffield","8","<3"
"13599","Dronfield Henry Fanshawe School","<3","<3"
"13602","High Storrs School","11","4"
"13604","King Ecgbert School","7","<3"
"13605","King Edward VII School, Sheffield","14","6"
"13608","Notre Dame High School, Sheffield","10","3"
"13609","Penistone Grammar School","<3","<3"
"13612","Sheffield High School for Girls","5","<3"
"13617","Titus Salt School","<3","<3"
"13618","Ermysted's Grammar, Skipton","18","3"
"13619","Skipton Girls' High School","8","<3"
"13622","Tadcaster Grammar School","9","<3"
"13624","Thirsk School & Sixth Form College","<3","<3"
"13625","Trinity Academy, Doncaster","<3","<3"
"13627","","4","<3"
"13628","Rodillian Academy, Wakefield","3","<3"
"13631","Wakefield Girls High School","7","<3"
"13635","Fyling Hall School, Whitby","<3","<3"
"13637","Caedmon College Whitby","3","<3"
"13640","Conyers School, Yarm","5","<3"
"13642","All Saints Roman Catholic School, York","9","5"
"13643","Bootham School","4","<3"
"13646","Fulford School","11","<3"
"13649","Queen Margaret's School","<3","<3"
"13650","St Peter's School, York","19","5"
"13651","The Mount School, York","<3","<3"
"13653","The Stephen Perse Foundation","15","<3"
"13656","Aberdeen Grammar School","<3","<3"
"13659","Albyn School, Aberdeen","4","<3"
"13663","Robert Gordon's College","6","<3"
"13664","St Margaret's School for Girls","<3","<3"
"13666","Cults Academy","5","<3"
"13674","Brechin High School, Brechin","<3","<3"
"13708","Eyemouth High School","<3","<3"
"13716","Alva Academy","<3","<3"
"13717","Dollar Academy","<3","<3"
"13716","Alva Academy","<3","<3"
"13717","Dollar Academy","3","<3"
"13724","Our Lady & St Patrick's High School","<3","<3"
"13726","Hermitage Academy                                                        Redacted Acceptances","<3","<3"
"13727","Lomond School","<3","<3"
"13735","Wallace Hall Academy","<3","<3"
"13737","Lockerbie Academy                                                        Redacted Acceptance Ra..","<3","<3"
"13739","The High School of Dundee","5","4"
"13742","Harris Academy Dundee","<3","<3"
"13749","North Berwick High School","<3","<3"
"13752","Waid Academy, Anstruther","3","<3"
